issf_core_id,attribute__attribute_label,value,attribute_value__value_label,country,region
3684,Main gear type(s):,,Gillnets/entangling nets,Mexico,Latin America and the Caribbean
3658,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
2551,Main gear type(s):,,Gillnets/entangling nets,France,Europe
3219,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
3593,Main gear type(s):,,Gillnets/entangling nets,Guinea,Africa
2741,Main gear type(s):,,Gillnets/entangling nets,Zimbabwe,Africa
3565,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3798,Main gear type(s):,,Gillnets/entangling nets,Bangladesh,Asia and Oceania
3555,Main gear type(s):,,Gillnets/entangling nets,Ghana,Africa
3592,Main gear type(s):,,Gillnets/entangling nets,Gambia,Africa
2343,Main gear type(s):,,Gillnets/entangling nets,Tanzania,Africa
2533,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3458,Main gear type(s):,,Gillnets/entangling nets,Kiribati,Asia and Oceania
3560,Main gear type(s):,,Gillnets/entangling nets,Ghana,Africa
2513,Main gear type(s):,,Gillnets/entangling nets,Tanzania,Africa
2360,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3631,Main gear type(s):,,Gillnets/entangling nets,Zimbabwe,Africa
3186,Main gear type(s):,,Gillnets/entangling nets,Uruguay,Latin America and the Caribbean
3339,Main gear type(s):,,Gillnets/entangling nets,Lao PDR,Asia and Oceania
2437,Main gear type(s):,,Gillnets/entangling nets,Sri Lanka,Asia and Oceania
3338,Main gear type(s):,,Gillnets/entangling nets,Lao PDR,Asia and Oceania
2532,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
2288,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3564,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3204,Main gear type(s):,,Gillnets/entangling nets,Greece,Europe
3561,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3591,Main gear type(s):,,Gillnets/entangling nets,Cote d'Ivoire,Africa
2391,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2535,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
2414,Main gear type(s):,,Gillnets/entangling nets,Senegal,Africa
2676,Main gear type(s):,,Gillnets/entangling nets,United States of America,North America and Canada
2135,Main gear type(s):,,Gillnets/entangling nets,Thailand,Asia and Oceania
2495,Main gear type(s):,,Gillnets/entangling nets,Belgium,Europe
3201,Main gear type(s):,,Gillnets/entangling nets,Cambodia,Asia and Oceania
3557,Main gear type(s):,,Gillnets/entangling nets,Ghana,Africa
2420,Main gear type(s):,,Gillnets/entangling nets,Norway,Europe
2134,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3635,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3407,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
2408,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3597,Main gear type(s):,,Gillnets/entangling nets,Liberia,Africa
3695,Main gear type(s):,,Gillnets/entangling nets,Bangladesh,Asia and Oceania
2208,Main gear type(s):,,Gillnets/entangling nets,Ecuador,Latin America and the Caribbean
3184,Main gear type(s):,,Gillnets/entangling nets,Mexico,Latin America and the Caribbean
2520,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
2132,Main gear type(s):,,Gillnets/entangling nets,Peru,Latin America and the Caribbean
3553,Main gear type(s):,,Gillnets/entangling nets,Ghana,Africa
2342,Main gear type(s):,,Gillnets/entangling nets,Cyprus,Europe
3596,Main gear type(s):,,Gillnets/entangling nets,Benin,Africa
2534,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3320,Main gear type(s):,,Gillnets/entangling nets,Lao PDR,Asia and Oceania
3640,Main gear type(s):,,Gillnets/entangling nets,Zimbabwe,Africa
2427,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3404,Main gear type(s):,,Gillnets/entangling nets,United States of America,North America and Canada
2539,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
2136,Main gear type(s):,,Gillnets/entangling nets,Spain,Europe
3497,Main gear type(s):,,Gillnets/entangling nets,Indonesia,Asia and Oceania
3387,Main gear type(s):,,Gillnets/entangling nets,Netherlands,Europe
2537,Main gear type(s):,,Gillnets/entangling nets,Indonesia,Asia and Oceania
3230,Main gear type(s):,,Gillnets/entangling nets,Bangladesh,Asia and Oceania
2365,Main gear type(s):,,Gillnets/entangling nets,Micronesia,Asia and Oceania
3594,Main gear type(s):,,Gillnets/entangling nets,Guinea-Bissau,Africa
2371,Main gear type(s):,,Gillnets/entangling nets,Mexico,Latin America and the Caribbean
2140,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
2431,Main gear type(s):,,Gillnets/entangling nets,Thailand,Asia and Oceania
2429,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
2382,Main gear type(s):,,Gillnets/entangling nets,Tanzania,Africa
3642,Main gear type(s):,,Gillnets/entangling nets,Kenya,Africa
3432,Main gear type(s):,,Gillnets/entangling nets,Jamaica,Latin America and the Caribbean
2511,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2514,Main gear type(s):,,Gillnets/entangling nets,Tanzania,Africa
3583,Main gear type(s):,,Gillnets/entangling nets,Sierra Leone,Africa
3653,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
3191,Main gear type(s):,,Gillnets/entangling nets,France,Europe
3578,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3161,Main gear type(s):,,Gillnets/entangling nets,Mozambique,Africa
3580,Main gear type(s):,,Gillnets/entangling nets,Liberia,Africa
3629,Main gear type(s):,,Gillnets/entangling nets,Malawi,Africa
3628,Main gear type(s):,,Gillnets/entangling nets,Madagascar,Africa
2399,Main gear type(s):,,Gillnets/entangling nets,Mexico,Latin America and the Caribbean
2334,Main gear type(s):,,Gillnets/entangling nets,Chile,Latin America and the Caribbean
3704,Main gear type(s):,,Gillnets/entangling nets,Turkey,Europe
3266,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2381,Main gear type(s):,,Gillnets/entangling nets,Malawi,Africa
3576,Main gear type(s):,,Gillnets/entangling nets,Togo,Africa
2240,Main gear type(s):,,Gillnets/entangling nets,Ghana,Africa
2544,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2354,Main gear type(s):,,Gillnets/entangling nets,Greenland,Europe
3159,Main gear type(s):,,Gillnets/entangling nets,Malta,Europe
3664,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
2677,Main gear type(s):,,Gillnets/entangling nets,Greece,Europe
3455,Main gear type(s):,,Gillnets/entangling nets,Peru,Latin America and the Caribbean
3179,Main gear type(s):,,Gillnets/entangling nets,Spain,Europe
3702,Main gear type(s):,,Gillnets/entangling nets,Ghana,Africa
3562,Main gear type(s):,,Gillnets/entangling nets,Madagascar,Africa
2542,Main gear type(s):,,Gillnets/entangling nets,Indonesia,Asia and Oceania
2546,Main gear type(s):,,Gillnets/entangling nets,Indonesia,Asia and Oceania
2541,Main gear type(s):,,Gillnets/entangling nets,Indonesia,Asia and Oceania
2213,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
2477,Main gear type(s):,,Gillnets/entangling nets,Colombia,Latin America and the Caribbean
3563,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3218,Main gear type(s):,,Gillnets/entangling nets,Eritrea,Africa
3570,Main gear type(s):,,Gillnets/entangling nets,Malawi,Africa
3810,Main gear type(s):,,Gillnets/entangling nets,Russia,Europe
2517,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2385,Main gear type(s):,,Gillnets/entangling nets,United States of America,North America and Canada
3589,Main gear type(s):,,Gillnets/entangling nets,Senegal,Africa
2543,Main gear type(s):,,Gillnets/entangling nets,Indonesia,Asia and Oceania
3701,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
3627,Main gear type(s):,,Gillnets/entangling nets,Egypt,Africa
3267,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2531,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3630,Main gear type(s):,,Gillnets/entangling nets,Tanzania,Africa
3388,Main gear type(s):,,Gillnets/entangling nets,Slovenia,Europe
2425,Main gear type(s):,,Gillnets/entangling nets,United States of America,North America and Canada
2295,Main gear type(s):,,Gillnets/entangling nets,Senegal,Africa
3598,Main gear type(s):,,Gillnets/entangling nets,Cape Verde,Africa
3569,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3190,Main gear type(s):,,Gillnets/entangling nets,Mexico,Latin America and the Caribbean
3559,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3405,Main gear type(s):,,Gillnets/entangling nets,United States of America,North America and Canada
2417,Main gear type(s):,,Gillnets/entangling nets,Iceland,Europe
2518,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
2384,Main gear type(s):,,Gillnets/entangling nets,Mexico,Latin America and the Caribbean
2536,Main gear type(s):,,Gillnets/entangling nets,Bangladesh,Asia and Oceania
3172,Main gear type(s):,,Gillnets/entangling nets,Spain,Europe
2480,Main gear type(s):,,Gillnets/entangling nets,El Salvador,Latin America and the Caribbean
3667,Main gear type(s):,,Gillnets/entangling nets,Philippines,Asia and Oceania
2479,Main gear type(s):,,Gillnets/entangling nets,Brazil,Latin America and the Caribbean
3634,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
3707,Main gear type(s):,,Gillnets/entangling nets,Bangladesh,Asia and Oceania
3697,Main gear type(s):,,Gillnets/entangling nets,Zambia,Africa
2289,Main gear type(s):,,Gillnets/entangling nets,Ecuador,Latin America and the Caribbean
3181,Main gear type(s):,,Gillnets/entangling nets,Spain,Europe
3202,Main gear type(s):,,Gillnets/entangling nets,Greece,Europe
2424,Main gear type(s):,,Gillnets/entangling nets,Colombia,Latin America and the Caribbean
2680,Main gear type(s):,,Gillnets/entangling nets,Greece,Europe
3390,Main gear type(s):,,Gillnets/entangling nets,Italy,Europe
3567,Main gear type(s):,,Gillnets/entangling nets,Nigeria,Africa
2380,Main gear type(s):,,Gillnets/entangling nets,India,Asia and Oceania
2995,Main gear type(s):,,Gillnets/entangling nets,Turkey,Europe
2143,Main gear type(s):,,Gillnets/entangling nets,Canada,North America and Canada
2340,Main gear type(s):,,Gillnets/entangling nets,Solomon Is.,Asia and Oceania
3455,Main gear type(s):,,Gleaning,Peru,Latin America and the Caribbean
3562,Main gear type(s):,,Gleaning,Madagascar,Africa
3432,Main gear type(s):,,Gleaning,Jamaica,Latin America and the Caribbean
2522,Main gear type(s):,,Gleaning,Brazil,Latin America and the Caribbean
3628,Main gear type(s):,,Gleaning,Madagascar,Africa
2334,Main gear type(s):,,Gleaning,Chile,Latin America and the Caribbean
2539,Main gear type(s):,,Gleaning,Brazil,Latin America and the Caribbean
3632,Main gear type(s):,,Gleaning,South Africa,Africa
3559,Main gear type(s):,,Gleaning,Nigeria,Africa
2415,Main gear type(s):,,Gleaning,Dem. Rep. Korea,Asia and Oceania
2371,Main gear type(s):,,Gleaning,Mexico,Latin America and the Caribbean
3653,Main gear type(s):,,Gleaning,Philippines,Asia and Oceania
3662,Main gear type(s):,,Gleaning,Philippines,Asia and Oceania
2409,Main gear type(s):,,Gleaning,Argentina,Latin America and the Caribbean
3707,Main gear type(s):,,Gleaning,Bangladesh,Asia and Oceania
3640,Main gear type(s):,,Gleaning,Zimbabwe,Africa
3685,Main gear type(s):,,Gleaning,Uruguay,Latin America and the Caribbean
3573,Main gear type(s):,,Gleaning,Tanzania,Africa
3561,Main gear type(s):,,Gleaning,Nigeria,Africa
3387,Main gear type(s):,,Gleaning,Netherlands,Europe
2549,Main gear type(s):,,Gleaning,New Caledonia,Asia and Oceania
2404,Main gear type(s):,,Gleaning,Thailand,Asia and Oceania
2480,Main gear type(s):,,Gleaning,El Salvador,Latin America and the Caribbean
2427,Main gear type(s):,,Gleaning,Nigeria,Africa
3564,Main gear type(s):,,Gleaning,Nigeria,Africa
3219,Main gear type(s):,,Gleaning,Philippines,Asia and Oceania
3664,Main gear type(s):,,Gleaning,Philippines,Asia and Oceania
3639,Main gear type(s):,,Gleaning,Madagascar,Africa
3660,Main gear type(s):,,Gleaning,Philippines,Asia and Oceania
3563,Main gear type(s):,,Gleaning,Nigeria,Africa
2340,Main gear type(s):,,Gleaning,Solomon Is.,Asia and Oceania
3635,Main gear type(s):,,Gleaning,Nigeria,Africa
3796,Main gear type(s):,,Gleaning,Bangladesh,Asia and Oceania
3191,Main gear type(s):,,Catch by hand,France,Europe
2675,Main gear type(s):,,Catch by hand,Australia,Asia and Oceania
2408,Main gear type(s):,,Catch by hand,Brazil,Latin America and the Caribbean
3562,Main gear type(s):,,Catch by hand,Madagascar,Africa
3564,Main gear type(s):,,Catch by hand,Nigeria,Africa
3796,Main gear type(s):,,Catch by hand,Bangladesh,Asia and Oceania
2477,Main gear type(s):,,Catch by hand,Colombia,Latin America and the Caribbean
2340,Main gear type(s):,,Catch by hand,Solomon Is.,Asia and Oceania
2424,Main gear type(s):,,Catch by hand,Colombia,Latin America and the Caribbean
3560,Main gear type(s):,,Catch by hand,Ghana,Africa
2335,Main gear type(s):,,Catch by hand,Philippines,Asia and Oceania
3628,Main gear type(s):,,Catch by hand,Madagascar,Africa
3161,Main gear type(s):,,Catch by hand,Mozambique,Africa
3190,Main gear type(s):,,Catch by hand,Mexico,Latin America and the Caribbean
2134,Main gear type(s):,,Catch by hand,Brazil,Latin America and the Caribbean
2680,Main gear type(s):,,Catch by hand,Greece,Europe
2144,Main gear type(s):,,Catch by hand,Cambodia,Asia and Oceania
2360,Main gear type(s):,,Catch by hand,Brazil,Latin America and the Caribbean
2371,Main gear type(s):,,Catch by hand,Mexico,Latin America and the Caribbean
3249,Main gear type(s):,,Catch by hand,Mexico,Latin America and the Caribbean
2551,Main gear type(s):,,Catch by hand,France,Europe
2544,Main gear type(s):,,Catch by hand,Canada,North America and Canada
2520,Main gear type(s):,,Catch by hand,Brazil,Latin America and the Caribbean
3563,Main gear type(s):,,Catch by hand,Nigeria,Africa
3405,Main gear type(s):,,Catch by hand,United States of America,North America and Canada
3497,Main gear type(s):,,Catch by hand,Indonesia,Asia and Oceania
2531,Main gear type(s):,,Catch by hand,Brazil,Latin America and the Caribbean
3707,Main gear type(s):,,Catch by hand,Bangladesh,Asia and Oceania
3639,Main gear type(s):,,Catch by hand,Madagascar,Africa
3644,Main gear type(s):,,Harvesting machines,Nigeria,Africa
3707,Main gear type(s):,,Harvesting machines,Bangladesh,Asia and Oceania
3641,Main gear type(s):,,Harvesting machines,South Africa,Africa
3555,Main gear type(s):,,Hooks & lines,Ghana,Africa
3594,Main gear type(s):,,Hooks & lines,Guinea-Bissau,Africa
2371,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
3249,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
3630,Main gear type(s):,,Hooks & lines,Tanzania,Africa
3652,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
2420,Main gear type(s):,,Hooks & lines,Norway,Europe
2531,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3573,Main gear type(s):,,Hooks & lines,Tanzania,Africa
2534,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3589,Main gear type(s):,,Hooks & lines,Senegal,Africa
2543,Main gear type(s):,,Hooks & lines,Indonesia,Asia and Oceania
2140,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3390,Main gear type(s):,,Hooks & lines,Italy,Europe
3684,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
3701,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
2385,Main gear type(s):,,Hooks & lines,United States of America,North America and Canada
2386,Main gear type(s):,,Hooks & lines,Belize,Latin America and the Caribbean
3627,Main gear type(s):,,Hooks & lines,Egypt,Africa
2429,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
2360,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3439,Main gear type(s):,,Hooks & lines,Panama,Latin America and the Caribbean
2477,Main gear type(s):,,Hooks & lines,Colombia,Latin America and the Caribbean
2680,Main gear type(s):,,Hooks & lines,Greece,Europe
3642,Main gear type(s):,,Hooks & lines,Kenya,Africa
2514,Main gear type(s):,,Hooks & lines,Tanzania,Africa
2409,Main gear type(s):,,Hooks & lines,Argentina,Latin America and the Caribbean
3707,Main gear type(s):,,Hooks & lines,Bangladesh,Asia and Oceania
2422,Main gear type(s):,,Hooks & lines,Greenland,Europe
2213,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3660,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
3266,Main gear type(s):,,Hooks & lines,Canada,North America and Canada
2305,Main gear type(s):,,Hooks & lines,Nepal,Asia and Oceania
2399,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
2532,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3202,Main gear type(s):,,Hooks & lines,Greece,Europe
2427,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3407,Main gear type(s):,,Hooks & lines,Nigeria,Africa
2520,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3577,Main gear type(s):,,Hooks & lines,South Africa,Africa
3591,Main gear type(s):,,Hooks & lines,Cote d'Ivoire,Africa
2430,Main gear type(s):,,Hooks & lines,Spain,Europe
3553,Main gear type(s):,,Hooks & lines,Ghana,Africa
2208,Main gear type(s):,,Hooks & lines,Ecuador,Latin America and the Caribbean
3566,Main gear type(s):,,Hooks & lines,Cameroon,Africa
2572,Main gear type(s):,,Hooks & lines,Spain,Europe
2535,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3644,Main gear type(s):,,Hooks & lines,Nigeria,Africa
2414,Main gear type(s):,,Hooks & lines,Senegal,Africa
2324,Main gear type(s):,,Hooks & lines,Bahamas,Latin America and the Caribbean
3597,Main gear type(s):,,Hooks & lines,Liberia,Africa
3635,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3320,Main gear type(s):,,Hooks & lines,Lao PDR,Asia and Oceania
2495,Main gear type(s):,,Hooks & lines,Belgium,Europe
2408,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
2400,Main gear type(s):,,Hooks & lines,Oman,Asia and Oceania
2539,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3497,Main gear type(s):,,Hooks & lines,Indonesia,Asia and Oceania
3201,Main gear type(s):,,Hooks & lines,Cambodia,Asia and Oceania
3185,Main gear type(s):,,Hooks & lines,Spain,Europe
2479,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
2134,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
3667,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
3230,Main gear type(s):,,Hooks & lines,Bangladesh,Asia and Oceania
3564,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3686,Main gear type(s):,,Hooks & lines,Canada,North America and Canada
3565,Main gear type(s):,,Hooks & lines,Nigeria,Africa
2536,Main gear type(s):,,Hooks & lines,Bangladesh,Asia and Oceania
2136,Main gear type(s):,,Hooks & lines,Spain,Europe
2676,Main gear type(s):,,Hooks & lines,United States of America,North America and Canada
3590,Main gear type(s):,,Hooks & lines,Mauritania,Africa
3204,Main gear type(s):,,Hooks & lines,Greece,Europe
2995,Main gear type(s):,,Hooks & lines,Turkey,Europe
2434,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
2323,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
3190,Main gear type(s):,,Hooks & lines,Mexico,Latin America and the Caribbean
3596,Main gear type(s):,,Hooks & lines,Benin,Africa
3632,Main gear type(s):,,Hooks & lines,South Africa,Africa
3559,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3278,Main gear type(s):,,Hooks & lines,Iceland,Europe
2551,Main gear type(s):,,Hooks & lines,France,Europe
2417,Main gear type(s):,,Hooks & lines,Iceland,Europe
2419,Main gear type(s):,,Hooks & lines,Ireland,Europe
2343,Main gear type(s):,,Hooks & lines,Tanzania,Africa
3654,Main gear type(s):,,Hooks & lines,Ecuador,Latin America and the Caribbean
3640,Main gear type(s):,,Hooks & lines,Zimbabwe,Africa
2404,Main gear type(s):,,Hooks & lines,Thailand,Asia and Oceania
3643,Main gear type(s):,,Hooks & lines,South Africa,Africa
3387,Main gear type(s):,,Hooks & lines,Netherlands,Europe
3634,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3569,Main gear type(s):,,Hooks & lines,Nigeria,Africa
2321,Main gear type(s):,,Hooks & lines,Colombia,Latin America and the Caribbean
3561,Main gear type(s):,,Hooks & lines,Nigeria,Africa
3598,Main gear type(s):,,Hooks & lines,Cape Verde,Africa
3432,Main gear type(s):,,Hooks & lines,Jamaica,Latin America and the Caribbean
2533,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
2365,Main gear type(s):,,Hooks & lines,Micronesia,Asia and Oceania
3592,Main gear type(s):,,Hooks & lines,Gambia,Africa
3458,Main gear type(s):,,Hooks & lines,Kiribati,Asia and Oceania
3219,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
3583,Main gear type(s):,,Hooks & lines,Sierra Leone,Africa
3560,Main gear type(s):,,Hooks & lines,Ghana,Africa
3576,Main gear type(s):,,Hooks & lines,Togo,Africa
3186,Main gear type(s):,,Hooks & lines,Uruguay,Latin America and the Caribbean
2546,Main gear type(s):,,Hooks & lines,Indonesia,Asia and Oceania
2542,Main gear type(s):,,Hooks & lines,Indonesia,Asia and Oceania
3631,Main gear type(s):,,Hooks & lines,Zimbabwe,Africa
3455,Main gear type(s):,,Hooks & lines,Peru,Latin America and the Caribbean
3653,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
3179,Main gear type(s):,,Hooks & lines,Spain,Europe
3338,Main gear type(s):,,Hooks & lines,Lao PDR,Asia and Oceania
2677,Main gear type(s):,,Hooks & lines,Greece,Europe
3697,Main gear type(s):,,Hooks & lines,Zambia,Africa
3191,Main gear type(s):,,Hooks & lines,France,Europe
3181,Main gear type(s):,,Hooks & lines,Spain,Europe
3664,Main gear type(s):,,Hooks & lines,Philippines,Asia and Oceania
3161,Main gear type(s):,,Hooks & lines,Mozambique,Africa
3339,Main gear type(s):,,Hooks & lines,Lao PDR,Asia and Oceania
3159,Main gear type(s):,,Hooks & lines,Malta,Europe
2288,Main gear type(s):,,Hooks & lines,Brazil,Latin America and the Caribbean
2424,Main gear type(s):,,Hooks & lines,Colombia,Latin America and the Caribbean
3218,Main gear type(s):,,Hooks & lines,Eritrea,Africa
3235,Main gear type(s):,,Hooks & lines,Turks and Caicos Is.,Latin America and the Caribbean
2144,Main gear type(s):,,Hooks & lines,Cambodia,Asia and Oceania
3593,Main gear type(s):,,Hooks & lines,Guinea,Africa
2354,Main gear type(s):,,Hooks & lines,Greenland,Europe
2513,Main gear type(s):,,Hooks & lines,Tanzania,Africa
2143,Main gear type(s):,,Hooks & lines,Canada,North America and Canada
3580,Main gear type(s):,,Hooks & lines,Liberia,Africa
